universal_id,Source,source_doi,domain_family,response_type,UCS_kPa,CBR,cbr_condition,Curing_Days,soil_id,soil_class,soil_location,sand_pct,silt_pct,Clay_Fraction,gravel_pct,ll_pct,pl_pct,Plasticity_Index,specific_gravity,OMC,MDD,Water_Content,dry_density_gcm3,Cement_Content,Lime_Content,Fly_Ash_Content,GGBS_Content,rice_husk_ash_pct,pond_ash_pct,marble_powder_pct,harha_pct,fgd_gypsum_pct,biopolymer_pct,xanthan_gum_pct,guar_gum_pct,chitosan_pct,lignin_pct,fiber_pct,polypropylene_pct,jute_pct,waste_plastic_pct,sludge_pct,coconut_shell_pct,naoh_pct,na2sio3_pct,alkali_activator_pct,water_binder_ratio,compaction_rate_mm_min,physical_quality_flag,Binder_Content,SiO2,Al2O3,CaO,A_clay,phi_ox,Delta_w,Binder_Total,Binder_Clay_Ratio,log_curing
UCDV1_00419,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1800.0,,,28.0,,,,,,,,46.0,,30.0,,,1.52,14.8,,94.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,3.367295829986474
UCDV1_00420,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,4020.0,,,28.0,,,,,,,,51.0,,26.0,,,2.15,7.9,,94.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,3.367295829986474
UCDV1_00421,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,5400.0,,,28.0,,,,,,,,52.0,,18.0,,,2.01,8.7,,94.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,3.367295829986474
UCDV1_00422,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1200.0,,,28.0,,,,,,,,55.0,,35.0,,,1.52,14.0,,94.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,3.367295829986474
UCDV1_00423,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1570.0,,,28.0,,,,,,,,55.0,,32.0,,,1.55,15.5,,94.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,3.367295829986474
UCDV1_00424,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,3300.0,,,28.0,,,,,,,,55.0,,25.0,,,1.87,16.0,,94.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,3.367295829986474
UCDV1_00425,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,3400.0,,,28.0,,,,,,,,57.0,,21.0,,,2.1,9.0,,94.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,3.367295829986474
UCDV1_00426,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1900.0,,,28.0,,,,,,,,73.0,,48.0,,,1.59,16.0,,94.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,94.0,,3.367295829986474
UCDV1_00427,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1025.0,,,28.0,,,,,,,,42.25,,22.95,,,1.72,14.5,,100.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,100.0,,3.367295829986474
UCDV1_00428,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,193.05,,,28.0,,,,,,,,39.0,,21.0,,,1.772,16.5,,100.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,False,,,,,,,,100.0,,3.367295829986474
UCDV1_00429,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,59.5,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,85.3640340143651,,0.0,13.7806173241368,,,,,,,,,,,,,,,,,0.855348661498143,0.0,,0.0,,False,,,,,,,,99.1446513385019,,3.367295829986474
UCDV1_00430,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,61.6,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,87.93815366616,,0.0,11.3569332364078,,,,,,,,,,,,,,,,,0.704913097432207,0.0,,0.0,,False,,,,,,,,99.2950869025678,,3.367295829986474
UCDV1_00431,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,55.1,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,90.6723433465997,,0.0,8.78253386196784,,,,,,,,,,,,,,,,,0.545122791432487,0.0,,0.0,,False,,,,,,,,99.45487720856754,,3.367295829986474
UCDV1_00432,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,49.4,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,93.5820129662092,,0.0,6.04290986947836,,,,,,,,,,,,,,,,,0.37507716431245,0.0,,0.0,,False,,,,,,,,99.62492283568757,,3.367295829986474
UCDV1_00433,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,48.4,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,96.6846160263293,,0.0,3.1216277674172,,,,,,,,,,,,,,,,,0.193756206253482,0.0,,0.0,,False,,,,,,,,99.80624379374649,,3.367295829986474
UCDV1_00434,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,178.4,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,84.8144437045289,,0.0,13.6918950205067,,,,,,,,,,,,,,,,,1.49366127496437,0.0,,0.0,,False,,,,,,,,98.50633872503559,,3.367295829986474
UCDV1_00435,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,104.4,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,87.4710363994634,,0.0,11.296606525074,,,,,,,,,,,,,,,,,1.23235707546262,0.0,,0.0,,False,,,,,,,,98.7676429245374,,3.367295829986474
UCDV1_00436,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,54.2,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,90.2994321457205,,0.0,8.74641363910442,,,,,,,,,,,,,,,,,0.954154215175028,0.0,,0.0,,False,,,,,,,,99.04584578482492,,3.367295829986474
UCDV1_00437,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,63.8,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,93.3168537171577,,0.0,6.02578763207089,,,,,,,,,,,,,,,,,0.657358650771369,0.0,,0.0,,False,,,,,,,,99.34264134922859,,3.367295829986474
UCDV1_00438,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,55.3,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,96.5429055178912,,0.0,3.1170524019014,,,,,,,,,,,,,,,,,0.340042080207426,0.0,,0.0,,False,,,,,,,,99.6599579197926,,3.367295829986474
UCDV1_00439,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1836.0,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,84.3886058914603,,0.0,13.6231505192445,,,,,,,,,,,,,,,,,1.98824358929515,0.0,,0.0,,False,,,,,,,,98.0117564107048,,3.367295829986474
UCDV1_00440,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1519.8,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,87.1083721469387,,0.0,11.2497695887563,,,,,,,,,,,,,,,,,1.64185826430498,0.0,,0.0,,False,,,,,,,,98.358141735695,,3.367295829986474
UCDV1_00441,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,442.0,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,90.0092877493996,,0.0,8.71831021868428,,,,,,,,,,,,,,,,,1.27240203191608,0.0,,0.0,,False,,,,,,,,98.72759796808388,,3.367295829986474
UCDV1_00442,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,73.80000000000001,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,93.1100742820117,,0.0,6.01243517843323,,,,,,,,,,,,,,,,,0.87749053955512,0.0,,0.0,,False,,,,,,,,99.12250946044493,,3.367295829986474
UCDV1_00443,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,55.7,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,96.4321251785515,,0.0,3.11347566966023,,,,,,,,,,,,,,,,,0.45439915178825,0.0,,0.0,,False,,,,,,,,99.54560084821173,,3.367295829986474
UCDV1_00444,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,3833.5,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,83.6494261788015,,0.0,13.5038221291148,,,,,,,,,,,,,,,,,2.84675169208366,0.0,,0.0,,False,,,,,,,,97.1532483079163,,3.367295829986474
UCDV1_00445,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,2529.3,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,86.4773342539612,,0.0,11.1682730491838,,,,,,,,,,,,,,,,,2.35439269685496,0.0,,0.0,,False,,,,,,,,97.645607303145,,3.367295829986474
UCDV1_00446,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1513.8,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,89.503136757961,,0.0,8.66928437400543,,,,,,,,,,,,,,,,,1.82757886803358,0.0,,0.0,,False,,,,,,,,98.17242113196643,,3.367295829986474
UCDV1_00447,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,484.1,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,92.7483595793887,,0.0,5.98907802595132,,,,,,,,,,,,,,,,,1.26256239466001,0.0,,0.0,,False,,,,,,,,98.73743760534002,,3.367295829986474
UCDV1_00448,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,4093.2,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,82.9230833241376,,0.0,13.386566038282,,,,,,,,,,,,,,,,,3.69035063758043,0.0,,0.0,,False,,,,,,,,96.30964936241959,,3.367295829986474
UCDV1_00449,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,3004.7000000000003,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,85.8553734409913,,0.0,11.0879487856636,,,,,,,,,,,,,,,,,3.0566777733451,0.0,,0.0,,False,,,,,,,,96.9433222266549,,3.367295829986474
UCDV1_00450,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1270.1,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,89.0026464323645,,0.0,8.62080682208713,,,,,,,,,,,,,,,,,2.37654674554834,0.0,,0.0,,False,,,,,,,,97.62345325445163,,3.367295829986474
UCDV1_00451,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,549.5,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,92.389444385099,,0.0,5.96590164727413,,,,,,,,,,,,,,,,,1.64465396762692,0.0,,0.0,,False,,,,,,,,98.35534603237312,,3.367295829986474
UCDV1_00452,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,363.3,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,96.0441927366518,,0.0,3.1009506089806,,,,,,,,,,,,,,,,,0.854856654367626,0.0,,0.0,,False,,,,,,,,99.14514334563239,,3.367295829986474
UCDV1_00453,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,3782.9,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,84.1272535904662,,0.0,13.5809594947883,,,,,,,,,,,,,,,,,2.29178691474553,0.0,,0.0,,False,,,,,,,,97.7082130852545,,3.367295829986474
UCDV1_00454,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,2402.4,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,86.8854758398204,,0.0,11.2209832386563,,,,,,,,,,,,,,,,,1.89354092152325,0.0,,0.0,,False,,,,,,,,98.1064590784767,,3.367295829986474
UCDV1_00455,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1239.6,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,89.8306928180401,,0.0,8.70101149258601,,,,,,,,,,,,,,,,,1.46829568937389,0.0,,0.0,,False,,,,,,,,98.53170431062611,,3.367295829986474
UCDV1_00456,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,201.7,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,92.982587811468,,0.0,6.00420294205944,,,,,,,,,,,,,,,,,1.01320924647253,0.0,,0.0,,False,,,,,,,,98.98679075352743,,3.367295829986474
UCDV1_00457,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,64.0,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,96.3637070742426,,0.0,3.11126667444483,,,,,,,,,,,,,,,,,0.525026251312566,0.0,,0.0,,False,,,,,,,,99.47497374868743,,3.367295829986474
UCDV1_00458,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,4747.8,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,83.2789970759251,,0.0,13.4440224515175,,,,,,,,,,,,,,,,,3.27698047255739,0.0,,0.0,,False,,,,,,,,96.7230195274426,,3.367295829986474
UCDV1_00459,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,3146.7000000000003,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,86.160372765839,,0.0,11.1273384797274,,,,,,,,,,,,,,,,,2.71228875443355,0.0,,0.0,,False,,,,,,,,97.2877112455664,,3.367295829986474
UCDV1_00460,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1660.6,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,89.2482800850052,,0.0,8.64459892662897,,,,,,,,,,,,,,,,,2.10712098836581,0.0,,0.0,,False,,,,,,,,97.89287901163418,,3.367295829986474
UCDV1_00461,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,545.2,,,28.0,,,,,,,,116.0,,88.46,,,1.43853211009174,23.89,,92.5657501494321,,0.0,5.97728631201435,,,,,,,,,,,,,,,,,1.4569635385535,0.0,,0.0,,False,,,,,,,,98.54303646144646,,3.367295829986474
UCDV1_00462,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,51.3,,,28.0,,,,,,,,116.0,,88.46,,,1.55840978593272,19.26,,95.9954924135711,,0.0,3.21970459210367,,,,,,,,,,,,,,,,,0.784802994325271,0.0,,0.0,,False,,,,,,,,99.21519700567477,,3.367295829986474
UCDV1_00463,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,3137.6,,,28.0,,,,,,,,116.0,,88.46,,,1.55840978593272,19.26,,81.8896556459642,,0.0,13.7329625433447,,,,,,,,,,,,,,,,,4.37738181069111,0.0,,0.0,,False,,,,,,,,95.6226181893089,,3.367295829986474
UCDV1_00464,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,2613.1000000000004,,,28.0,,,,,,,,116.0,,88.46,,,1.55840978593272,19.26,,84.9672271302365,,0.0,11.3992590481619,,,,,,,,,,,,,,,,,3.6335138216016,0.0,,0.0,,False,,,,,,,,96.36648617839839,,3.367295829986474
UCDV1_00465,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,1425.9,,,28.0,,,,,,,,116.0,,88.46,,,1.55840978593272,19.26,,88.2851537920568,,0.0,8.88329570270571,,,,,,,,,,,,,,,,,2.83155050523744,0.0,,0.0,,False,,,,,,,,97.16844949476251,,3.367295829986474
UCDV1_00466,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,635.0,,,28.0,,,,,,,,116.0,,88.46,,,1.55840978593272,19.26,,91.8727370772668,,0.0,6.16285340112472,,,,,,,,,,,,,,,,,1.9644095216085,0.0,,0.0,,False,,,,,,,,98.03559047839153,,3.367295829986474
UCDV1_00467,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,65.60000000000001,,,28.0,,,,,,,,116.0,,88.46,,,1.55840978593272,19.26,,95.7642429839001,,0.0,3.21194844822741,,,,,,,,,,,,,,,,,1.02380856787249,0.0,,0.0,,False,,,,,,,,98.97619143212751,,3.367295829986474
UCDV1_00468,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,57.5,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,84.8817289804493,,0.0,14.2347357002263,,,,,,,,,,,,,,,,,0.88353531932439,0.0,,0.0,,False,,,,,,,,99.11646468067559,,3.367295829986474
UCDV1_00469,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,56.8,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,87.5282815449949,,0.0,11.7428517920503,,,,,,,,,,,,,,,,,0.728866662954846,0.0,,0.0,,False,,,,,,,,99.2711333370452,,3.367295829986474
UCDV1_00470,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,61.7,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,90.3451806882716,,0.0,9.09057662467935,,,,,,,,,,,,,,,,,0.564242687049063,0.0,,0.0,,False,,,,,,,,99.43575731295095,,3.367295829986474
UCDV1_00471,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,72.4,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,93.3494199636161,,0.0,6.26190977451727,,,,,,,,,,,,,,,,,0.388670261866589,0.0,,0.0,,False,,,,,,,,99.61132973813336,,3.367295829986474
UCDV1_00472,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,76.1,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,96.5603310123013,,0.0,3.23864937153451,,,,,,,,,,,,,,,,,0.201019616164211,0.0,,0.0,,False,,,,,,,,99.79898038383581,,3.367295829986474
UCDV1_00473,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,2615.3,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,84.3173550319438,,0.0,14.1400897252966,,,,,,,,,,,,,,,,,1.54255524275963,0.0,,0.0,,False,,,,,,,,98.45744475724041,,3.367295829986474
UCDV1_00474,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,722.8,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,87.0476291587594,,0.0,11.6783671519382,,,,,,,,,,,,,,,,,1.27400368930235,0.0,,0.0,,False,,,,,,,,98.72599631069761,,3.367295829986474
UCDV1_00475,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,81.0,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,89.9606380206547,,0.0,9.05188375186867,,,,,,,,,,,,,,,,,0.987478227476582,0.0,,0.0,,False,,,,,,,,99.01252177252337,,3.367295829986474
UCDV1_00476,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,81.5,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,93.0753621954507,,0.0,6.24352588934769,,,,,,,,,,,,,,,,,0.681111915201567,0.0,,0.0,,False,,,,,,,,99.31888808479839,,3.367295829986474
UCDV1_00477,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,61.1,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,96.4135052107066,,0.0,3.23372481001867,,,,,,,,,,,,,,,,,0.352769979274764,0.0,,0.0,,False,,,,,,,,99.64723002072527,,3.367295829986474
UCDV1_00478,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,4715.7,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,83.8802270454814,,0.0,14.0667830027639,,,,,,,,,,,,,,,,,2.05298995175474,0.0,,0.0,,False,,,,,,,,97.9470100482453,,3.367295829986474
UCDV1_00479,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,983.8,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,86.6745760181654,,0.0,11.6283180973557,,,,,,,,,,,,,,,,,1.69710588447895,0.0,,0.0,,False,,,,,,,,98.3028941155211,,3.367295829986474
UCDV1_00480,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,169.9,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,89.6615204554783,,0.0,9.02178639498356,,,,,,,,,,,,,,,,,1.31669314953814,0.0,,0.0,,False,,,,,,,,98.68330685046186,,3.367295829986474
UCDV1_00481,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,92.0,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,92.8616824711374,,0.0,6.22919218320559,,,,,,,,,,,,,,,,,0.909125345657033,0.0,,0.0,,False,,,,,,,,99.09087465434298,,3.367295829986474
UCDV1_00482,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,113.8,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,96.2987372932771,,0.0,3.22987547520634,,,,,,,,,,,,,,,,,0.471387231516601,0.0,,0.0,,False,,,,,,,,99.52861276848344,,3.367295829986474
UCDV1_00483,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,6333.9,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,83.1217905971797,,0.0,13.9395925871507,,,,,,,,,,,,,,,,,2.93861681566961,0.0,,0.0,,False,,,,,,,,97.0613831843304,,3.367295829986474
UCDV1_00484,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,5499.0,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,86.0257105091804,,0.0,11.5412658741144,,,,,,,,,,,,,,,,,2.4330236167052,0.0,,0.0,,False,,,,,,,,97.5669763832948,,3.367295829986474
UCDV1_00485,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,2905.5,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,89.1398766115445,,0.0,8.96929833421545,,,,,,,,,,,,,,,,,1.89082505424001,0.0,,0.0,,False,,,,,,,,98.10917494575995,,3.367295829986474
UCDV1_00486,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,320.79999999999995,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,92.4879795096227,,0.0,6.20412406571341,,,,,,,,,,,,,,,,,1.30789642466391,0.0,,0.0,,False,,,,,,,,98.69210357533612,,3.367295829986474
UCDV1_00487,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,108.3,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,96.0974079994425,,0.0,3.2231228576033,,,,,,,,,,,,,,,,,0.67946914295421,0.0,,0.0,,False,,,,,,,,99.3205308570458,,3.367295829986474
UCDV1_00488,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,6549.2,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,82.3769466566604,,0.0,13.814681646262,,,,,,,,,,,,,,,,,3.80837169707763,0.0,,0.0,,False,,,,,,,,96.1916283029224,,3.367295829986474
UCDV1_00489,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,5612.0,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,85.3864879194709,,0.0,11.4555073512622,,,,,,,,,,,,,,,,,3.15800472926689,0.0,,0.0,,False,,,,,,,,96.8419952707331,,3.367295829986474
UCDV1_00490,Luo et al. (2025) open GitHub UCS benchmark,10.1007/s42452-025-07766-9,geopolymer_ash_cementitious,UCS,4519.599999999999,,,28.0,,,,,,,,82.0,,56.46,,,1.55840978593272,19.26,,88.62426742612,,0.0,8.91741748376186,,,,,,,,,,,,,,,,,2.45831509011814,0.0,,0.0,,False,,,,,,,,97.54168490988187,,3.367295829986474
