record_id,orig_no,soil_location,sand_pct,silt_pct,clay_pct,soil_gs,ll_pct,pl_pct,pi_pct,d50_um,uscs_astm,omc_untreated_raw,omc_untreated_pct,mdd_untreated_kgm3,qc_flag_omc_fraction_to_pct,bio_xg,bio_ch,bio_gg,bio_lg,bio_sls,bio_els,add_ppf,add_rha,add_li,add_swf,add_cw,add_hl,add_fa,add_nl_ns,add_cem,add_pf,add_rc,add_ggbfs,add_gp,additive1_name_raw,additive1_specific_gravity,additive1_dosage_pct,additive2_name_raw,additive2_specific_gravity,palm_fiber_length_mm,additive2_dosage_pct,mixture_gs,mixture_rho_b_kgm3_value,mixture_rho_b_kgm3_uncert,mixture_rho_b_kgm3_uncert_type,mixture_rho_d_kgm3_value,mixture_rho_d_kgm3_uncert,mixture_rho_d_kgm3_uncert_type,mixture_w_pct_value,mixture_w_pct_uncert,mixture_w_pct_uncert_type,mdd_treated_kgm3,omc_treated_pct,ucs_kpa,curing_days,curing_inferred,curing_notes,source_ref_raw,source_doi,study_id
61,61,Bentonite + Kaolin (B:K=25:75),1.0,46.0,53.0,2.73,94.5,35.0,59.5,1.89,CH,22.0,22.0,1570.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Xhanthan Gum,,1.5,Hydrated Lime,2.1,,9.0,,,,,,,,,,,,,1771.389,365,0,,https://doi.org/10.1007/s40891-025-00640-z,10.1007/s40891-025-00640-z,S07
62,62,Bentonite + Kaolin (B:K=25:75),1.0,46.0,53.0,2.73,94.5,35.0,59.5,1.89,CH,22.0,22.0,1570.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Xhanthan Gum,,2.0,Hydrated Lime,2.1,,9.0,,,,,,,,,,,,,1054.19,28,0,,https://doi.org/10.1007/s40891-025-00640-z,10.1007/s40891-025-00640-z,S07
63,63,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.0,Hydrated Lime,,,0.0,,,,,,,,,,,,,76.0,0,0,no curing,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
64,64,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.0,Hydrated Lime,,,3.0,,,,,,,,,,,,,277.839,0,0,no curing,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
65,65,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.0,Hydrated Lime,,,3.0,,,,,,,,,,,,,318.293,7,0,,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
66,66,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.0,Hydrated Lime,,,3.0,,,,,,,,,,,,,453.181,14,0,,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
67,67,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.1,Hydrated Lime,,,3.0,,,,,,,,,,,,,254.9,0,0,no curing,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
68,68,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.1,Hydrated Lime,,,3.0,,,,,,,,,,,,,337.183,7,0,,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
69,69,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.1,Hydrated Lime,,,3.0,,,,,,,,,,,,,446.42,14,0,,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
70,70,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.2,Hydrated Lime,,,3.0,,,,,,,,,,,,,292.647,0,0,no curing,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
71,71,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.2,Hydrated Lime,,,3.0,,,,,,,,,,,,,373.577,7,0,,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
72,72,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.2,Hydrated Lime,,,3.0,,,,,,,,,,,,,513.856,14,0,,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
73,73,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.3,Hydrated Lime,,,3.0,,,,,,,,,,,,,530.638,0,0,no curing,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
74,74,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.3,Hydrated Lime,,,3.0,,,,,,,,,,,,,401.891,7,0,,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
75,75,"Hilltop area, Nsukka, Nigeria ",26.0,,,2.65,36.5,10.7,25.8,100.0,CL,19.8,19.8,1730.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Guar gum,,0.3,Hydrated Lime,,,3.0,,,,,,,,,,,,,617.684,14,0,,https://doi.org/10.1007/s12517-022-09552-y,10.1007/s12517-022-09552-y,S03
76,76,The Georgia kaolinite (KA) -USA,,,,2.6,,,,4.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Xhanthan Gum,,0.0,Fly ash,,,30.0,,,,,,,,,,,,,199.187,0,0,no curing,https://doi.org/10.1061/(ASCE)MT.1943-5533.0002705,10.1061/(ASCE)MT.1943-5533.0002705,S12
77,77,The Georgia kaolinite (KA) -USA,,,,2.6,,,,4.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Xhanthan Gum,,0.1,Fly ash,,,30.0,,,,,,,,,,,,,218.734,0,0,no curing,https://doi.org/10.1061/(ASCE)MT.1943-5533.0002705,10.1061/(ASCE)MT.1943-5533.0002705,S12
78,78,The Georgia kaolinite (KA) -USA,,,,2.6,,,,4.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Xhanthan Gum,,0.5,Fly ash,,,30.0,,,,,,,,,,,,,209.926,0,0,no curing,https://doi.org/10.1061/(ASCE)MT.1943-5533.0002705,10.1061/(ASCE)MT.1943-5533.0002705,S12
79,79,The Georgia kaolinite (KA) -USA,,,,2.6,,,,4.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Xhanthan Gum,,1.0,Fly ash,,,30.0,,,,,,,,,,,,,180.826,0,0,no curing,https://doi.org/10.1061/(ASCE)MT.1943-5533.0002705,10.1061/(ASCE)MT.1943-5533.0002705,S12
80,80,The Georgia kaolinite (KA) -USA,,,,2.6,,,,4.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Xhanthan Gum,,0.0,Fly ash,,,0.0,,,,,,,,,,,,,139.837,0,0,no curing,https://doi.org/10.1061/(ASCE)MT.1943-5533.0002705,10.1061/(ASCE)MT.1943-5533.0002705,S12
81,81,The Georgia kaolinite (KA) -USA,,,,2.6,,,,4.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Xhanthan Gum,,0.1,Fly ash,,,0.0,,,,,,,,,,,,,169.546,0,0,no curing,https://doi.org/10.1061/(ASCE)MT.1943-5533.0002705,10.1061/(ASCE)MT.1943-5533.0002705,S12
82,82,The Georgia kaolinite (KA) -USA,,,,2.6,,,,4.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Xhanthan Gum,,0.5,Fly ash,,,0.0,,,,,,,,,,,,,149.763,0,0,no curing,https://doi.org/10.1061/(ASCE)MT.1943-5533.0002705,10.1061/(ASCE)MT.1943-5533.0002705,S12
83,83,The Georgia kaolinite (KA) -USA,,,,2.6,,,,4.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Xhanthan Gum,,1.0,Fly ash,,,0.0,,,,,,,,,,,,,119.851,0,0,no curing,https://doi.org/10.1061/(ASCE)MT.1943-5533.0002705,10.1061/(ASCE)MT.1943-5533.0002705,S12
84,84,"The center of Afyonkarahisar, Turkey",,,,2.62,48.6,23.0,,2276.0,CL,21.9,21.9,1580.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sodium lignosulfonate,,0.0,Glass Powder,,,0.0,,,,,,,,,,,1470.0,24.1,129.44778,7,0,,https://doi.org/10.3390/app14177532,10.3390/app14177532,S17
85,85,"The center of Afyonkarahisar, Turkey",,,,2.62,48.6,23.0,,2276.0,CL,21.9,21.9,1580.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sodium lignosulfonate,,0.0,Glass Powder,,,0.0,,,,,,,,,,,1470.0,24.1,151.02241,28,0,,https://doi.org/10.3390/app14177532,10.3390/app14177532,S17
86,86,"The center of Afyonkarahisar, Turkey",,,,2.62,48.6,23.0,,2276.0,CL,21.9,21.9,1580.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sodium lignosulfonate,,5.0,Glass Powder,,,5.0,,,,,,,,,,,1570.0,22.3,339.31009,7,0,,https://doi.org/10.3390/app14177532,10.3390/app14177532,S17
87,87,"The center of Afyonkarahisar, Turkey",,,,2.62,48.6,23.0,,2276.0,CL,21.9,21.9,1580.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sodium lignosulfonate,,5.0,Glass Powder,,,5.0,,,,,,,,,,,1570.0,22.3,377.556025,28,0,,https://doi.org/10.3390/app14177532,10.3390/app14177532,S17
88,88,"The center of Afyonkarahisar, Turkey",,,,2.62,48.6,23.0,,2276.0,CL,21.9,21.9,1580.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sodium lignosulfonate,,10.0,Glass Powder,,,10.0,,,,,,,,,,,1590.0,19.6,238.301595,7,0,,https://doi.org/10.3390/app14177532,10.3390/app14177532,S17
89,89,"The center of Afyonkarahisar, Turkey",,,,2.62,48.6,23.0,,2276.0,CL,21.9,21.9,1580.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sodium lignosulfonate,,10.0,Glass Powder,,,10.0,,,,,,,,,,,1590.0,19.6,289.296175,28,0,,https://doi.org/10.3390/app14177532,10.3390/app14177532,S17
90,90,"The center of Afyonkarahisar, Turkey",,,,2.62,48.6,23.0,,2276.0,CL,21.9,21.9,1580.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sodium lignosulfonate,,15.0,Glass Powder,,,15.0,,,,,,,,,,,1630.0,16.1,193.191005,7,0,,https://doi.org/10.3390/app14177532,10.3390/app14177532,S17
91,91,"The center of Afyonkarahisar, Turkey",,,,2.62,48.6,23.0,,2276.0,CL,21.9,21.9,1580.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sodium lignosulfonate,,15.0,Glass Powder,,,15.0,,,,,,,,,,,1630.0,16.1,208.881645,28,0,,https://doi.org/10.3390/app14177532,10.3390/app14177532,S17
92,92," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,0.0,Ground Granulated Blast-furnace Slag,3.1,,0.0,,,,,,,,,,,1590.0,20.63,560.0,7,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
93,93," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,0.0,Ground Granulated Blast-furnace Slag,3.1,,0.0,,,,,,,,,,,1590.0,20.63,640.0,14,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
94,94," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,0.0,Ground Granulated Blast-furnace Slag,3.1,,0.0,,,,,,,,,,,1590.0,20.63,700.0,28,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
95,95," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,12.0,Ground Granulated Blast-furnace Slag,3.1,,0.0,,,,,,,,,,,1650.0,21.98,660.0,7,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
96,96," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,12.0,Ground Granulated Blast-furnace Slag,3.1,,0.0,,,,,,,,,,,1650.0,21.98,770.0,14,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
97,97," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,12.0,Ground Granulated Blast-furnace Slag,3.1,,0.0,,,,,,,,,,,1650.0,21.98,1350.0,28,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
98,98," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,8.0,Ground Granulated Blast-furnace Slag,3.1,,4.0,,,,,,,,,,,1640.0,21.78,720.0,7,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
99,99," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,8.0,Ground Granulated Blast-furnace Slag,3.1,,4.0,,,,,,,,,,,1640.0,21.78,880.0,14,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
100,100," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,8.0,Ground Granulated Blast-furnace Slag,3.1,,4.0,,,,,,,,,,,1640.0,21.78,1590.0,28,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
101,101," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,4.0,Ground Granulated Blast-furnace Slag,3.1,,8.0,,,,,,,,,,,1620.0,19.73,1041.0,7,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
102,102," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,4.0,Ground Granulated Blast-furnace Slag,3.1,,8.0,,,,,,,,,,,1620.0,19.73,1390.0,14,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
103,103," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,4.0,Ground Granulated Blast-furnace Slag,3.1,,8.0,,,,,,,,,,,1620.0,19.73,2460.0,28,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
104,104," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,0.0,Ground Granulated Blast-furnace Slag,3.1,,12.0,,,,,,,,,,,1610.0,19.1,1371.0,7,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
105,105," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,0.0,Ground Granulated Blast-furnace Slag,3.1,,12.0,,,,,,,,,,,1610.0,19.1,1760.0,14,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
106,106," Lianyungang City, Jiangsu Province, China",,,,2.7,41.18,19.86,21.32,,Silty Clay,20.63,20.63,1610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lignin,,0.0,Ground Granulated Blast-furnace Slag,3.1,,12.0,,,,,,,,,,,1610.0,19.1,2490.0,28,0,,https://doi.org/10.3390/buildings15010038,10.3390/buildings15010038,S18
107,107,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,0.0,palm fibr,,0.0,0.0,,,,,,,,,,,,,376.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
108,108,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.0,0.0,,,,,,,,,,,,,1103.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
109,109,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.2,3.0,,,,,,,,,,,,,1130.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
110,110,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.2,6.0,,,,,,,,,,,,,1169.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
111,111,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.2,9.0,,,,,,,,,,,,,1118.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
112,112,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.2,12.0,,,,,,,,,,,,,1109.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
113,113,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.4,3.0,,,,,,,,,,,,,1160.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
114,114,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.4,6.0,,,,,,,,,,,,,1288.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
115,115,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.4,9.0,,,,,,,,,,,,,1286.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
116,116,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.4,12.0,,,,,,,,,,,,,1256.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
117,117,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.6,3.0,,,,,,,,,,,,,1299.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
118,118,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.6,6.0,,,,,,,,,,,,,1328.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
119,119,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.6,9.0,,,,,,,,,,,,,1297.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
120,120,"(Yongwu Road-Jinlun Road) in Nanning, Guangxi",,,,2.68,59.3,20.9,38.4,,medium-expansive soil/ high liquid-limit clay,14.38,14.38,1780.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,,2.0,palm fibr,,0.6,12.0,,,,,,,,,,,,,1276.0,14,0,,https://doi.org/10.3390/fib13080104,10.3390/fib13080104,S19
121,121,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,0.0,palm fibr,,0.0,0.0,,,,,,,,,,,1580.0,24.9,86.0,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
122,122,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,1.5,palm fibr,,0.0,0.0,,,,,,,,,,,1492.0,27.5,213.17,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
123,123,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,1.5,palm fibr,,5.0,0.2,,,,,,,,,,,1410.0,29.1,223.0,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
124,124,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,1.5,palm fibr,,10.0,0.2,,,,,,,,,,,1410.0,29.1,230.0,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
125,125,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,1.5,palm fibr,,15.0,0.5,,,,,,,,,,,1410.0,29.1,236.0,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
126,126,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,1.5,palm fibr,,5.0,0.4,,,,,,,,,,,1390.0,29.8,227.0,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
127,127,Kaolinite soil,8.0,26.0,66.0,2.68,38.3,19.0,19.2,0.21,CL,24.9,24.9,1580.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Guar gum,2.51,1.5,palm fibr,,10.0,0.4,,,,,,,,,,,1390.0,29.8,233.0,14,0,,https://doi.org/10.1007/s10064-024-04064-3,10.1007/s10064-024-04064-3,S02
