universal_id,source_dataset,source_doi,domain_family,response_type,ucs_kpa,cbr_pct,cbr_condition,curing_days,soil_id,soil_class,soil_location,sand_pct,silt_pct,clay_pct,gravel_pct,ll_pct,pl_pct,pi_pct,specific_gravity,omc_pct,mdd_gcm3,water_content_pct,dry_density_gcm3,cement_pct,lime_pct,fly_ash_pct,ggbs_pct,rice_husk_ash_pct,pond_ash_pct,marble_powder_pct,harha_pct,fgd_gypsum_pct,biopolymer_pct,xanthan_gum_pct,guar_gum_pct,chitosan_pct,lignin_pct,fiber_pct,polypropylene_pct,jute_pct,waste_plastic_pct,sludge_pct,coconut_shell_pct,naoh_pct,na2sio3_pct,alkali_activator_pct,water_binder_ratio,compaction_rate_mm_min
UCDV1_01834,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,29.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01835,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,31.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.31,1.77,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01836,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,21.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01837,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,2.0,soaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01838,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,2.0,soaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.31,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01839,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,1.0,soaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01840,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,18.0,unsoaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01841,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,33.0,unsoaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.31,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01842,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,15.0,unsoaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01843,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,3.0,soaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01844,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,4.0,soaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.29,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01845,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,1.0,soaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01846,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,23.0,unsoaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01847,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,40.0,unsoaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.29,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01848,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,14.0,unsoaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01849,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,4.0,soaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01850,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,5.0,soaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.25,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01851,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,1.0,soaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01852,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,26.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01853,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,49.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.25,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01854,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,11.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01855,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,2.0,soaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01856,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,3.0,soaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.33,1.77,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01857,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,1.0,soaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01858,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,22.0,unsoaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01859,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,31.0,unsoaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.33,1.77,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01860,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,29.0,unsoaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01861,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,4.0,soaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.8,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01862,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,5.0,soaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.31,1.8,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01863,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,2.0,soaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.8,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01864,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,32.0,unsoaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.8,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01865,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,38.0,unsoaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.31,1.8,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01866,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,31.0,unsoaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.8,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01867,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,6.0,soaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.85,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01868,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,6.0,soaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.26,1.85,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01869,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,3.0,soaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.85,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01870,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,39.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.85,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01871,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,42.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.26,1.85,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01872,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,33.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.85,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01873,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,4.0,soaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01874,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,6.0,soaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.31,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01875,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,3.0,soaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01876,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,21.0,unsoaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01877,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,47.0,unsoaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.31,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01878,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,33.0,unsoaked,1.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01879,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,6.0,soaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01880,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,10.0,soaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.21,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01881,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,5.0,soaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01882,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,30.0,unsoaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01883,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,49.0,unsoaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.21,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01884,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,37.0,unsoaked,7.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01885,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,7.0,soaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01886,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,12.0,soaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.11,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01887,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,6.0,soaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01888,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,43.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01889,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,54.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,16.11,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01890,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-015-0020-0,biopolymer_multi_additive,CBR,,43.0,unsoaked,28.0,,CH,"BC soil , North Karnataka, India",24.0,51.0,21.0,,64.0,31.0,33.0,2.5,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCDV1_01891,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1051/e3sconf/202339101004,biopolymer_multi_additive,CBR,,1.2,unsoaked,0.0,,CH,"Undavalli in Guntur District, Andhra Pradesh ",5.0,49.0,46.0,,72.0,27.0,45.0,2.68,25.0,1.51,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01892,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1051/e3sconf/202339101004,biopolymer_multi_additive,CBR,,1.0,soaked,0.0,,CH,"Undavalli in Guntur District, Andhra Pradesh ",5.0,49.0,46.0,,72.0,27.0,45.0,2.68,25.0,1.51,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01893,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1051/e3sconf/202339101004,biopolymer_multi_additive,CBR,,3.0,unsoaked,0.0,,CH,"Undavalli in Guntur District, Andhra Pradesh ",5.0,49.0,46.0,,72.0,27.0,45.0,2.68,27.0,1.5,,,0.0,,,,,,,,,0.6,,,,,,,,,,,,,,,
UCDV1_01894,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1051/e3sconf/202339101004,biopolymer_multi_additive,CBR,,3.2,soaked,0.0,,CH,"Undavalli in Guntur District, Andhra Pradesh ",5.0,49.0,46.0,,72.0,27.0,45.0,2.68,27.0,1.5,,,0.0,,,,,,,,,0.6,,,,,,,,,,,,,,,
UCDV1_01895,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1051/e3sconf/202339101004,biopolymer_multi_additive,CBR,,4.0,unsoaked,0.0,,CH,"Undavalli in Guntur District, Andhra Pradesh ",5.0,49.0,46.0,,72.0,27.0,45.0,2.68,28.3,1.48,,,0.0,,,,,,,,,0.6,,,,,,,,,,,,,,,
UCDV1_01896,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1051/e3sconf/202339101004,biopolymer_multi_additive,CBR,,5.1,soaked,0.0,,CH,"Undavalli in Guntur District, Andhra Pradesh ",5.0,49.0,46.0,,72.0,27.0,45.0,2.68,28.3,1.48,,,0.0,,,,,,,,,0.6,,,,,,,,,,,,,,,
UCDV1_01897,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1051/e3sconf/202339101004,biopolymer_multi_additive,CBR,,8.0,unsoaked,0.0,,CH,"Undavalli in Guntur District, Andhra Pradesh ",5.0,49.0,46.0,,72.0,27.0,45.0,2.68,29.5,1.45,,,0.0,,,,,,,,,0.6,,,,,,,,,,,,,,,
UCDV1_01898,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1051/e3sconf/202339101004,biopolymer_multi_additive,CBR,,10.5,soaked,0.0,,CH,"Undavalli in Guntur District, Andhra Pradesh ",5.0,49.0,46.0,,72.0,27.0,45.0,2.68,29.5,1.45,,,0.0,,,,,,,,,0.6,,,,,,,,,,,,,,,
UCDV1_01899,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1051/e3sconf/202339101004,biopolymer_multi_additive,CBR,,9.0,unsoaked,0.0,,CH,"Undavalli in Guntur District, Andhra Pradesh ",5.0,49.0,46.0,,72.0,27.0,45.0,2.68,30.5,1.43,,,0.0,,,,,,,,,0.6,,,,,,,,,,,,,,,
UCDV1_01900,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1051/e3sconf/202339101004,biopolymer_multi_additive,CBR,,11.0,soaked,0.0,,CH,"Undavalli in Guntur District, Andhra Pradesh ",5.0,49.0,46.0,,72.0,27.0,45.0,2.68,30.5,1.43,,,0.0,,,,,,,,,0.6,,,,,,,,,,,,,,,
UCDV1_01901,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-024-00449-10,biopolymer_multi_additive,CBR,,10.75,unsoaked,0.0,,,"Kadipaten, Majalengka, Province of West Java, Indonesia",,,,,66.91,21.0,45.58,2.47,,1.496,,,0.0,,,,,,,,,0.1,,,,,,,,,,,,,,,
UCDV1_01902,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1007/s40515-024-00449-10,biopolymer_multi_additive,CBR,,7.39,soaked,0.0,,,"Kadipaten, Majalengka, Province of West Java, Indonesia",,,,,66.91,21.0,45.58,2.47,,1.496,,,0.0,,,,,,,,,0.1,,,,,,,,,,,,,,,
UCDV1_01903,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1016/j.carpta.2025.100975,biopolymer_multi_additive,CBR,,8.1,unsoaked,0.0,,CL,A factory in Iran,0.0,33.0,67.0,,37.8,19.1,18.7,2.63,23.29,1.59,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01904,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1016/j.carpta.2025.100975,biopolymer_multi_additive,CBR,,11.65,unsoaked,0.0,,CL,A factory in Iran,0.0,33.0,67.0,,37.8,19.1,18.7,2.63,23.43,1.582,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01905,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1016/j.carpta.2025.100975,biopolymer_multi_additive,CBR,,15.97,unsoaked,0.0,,CL,A factory in Iran,0.0,33.0,67.0,,37.8,19.1,18.7,2.63,23.58,1.576,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01906,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1016/j.carpta.2025.100975,biopolymer_multi_additive,CBR,,12.93,unsoaked,0.0,,CL,A factory in Iran,0.0,33.0,67.0,,37.8,19.1,18.7,2.63,23.66,1.571,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01907,Zenodo_19242690_Biopolymer_UCS_CBR_2026,10.1016/j.carpta.2025.100975,biopolymer_multi_additive,CBR,,22.44,unsoaked,0.0,,CL,A factory in Iran,0.0,33.0,67.0,,37.8,19.1,18.7,2.63,25.48,1.477,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
UCDV1_01908,Zenodo_19242690_Biopolymer_UCS_CBR_2026,"Zaid, Waleed. (2024). Improving the Geotechnical Properties of a Soil Using Xanthan Gum and Concrete Waste",biopolymer_multi_additive,CBR,,15.26,unsoaked,4.0,,,"Gaziantep University campus, Turkey",0.0,0.0,100.0,,35.16,28.31,6.85,,16.85,1.80796,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01909,Zenodo_19242690_Biopolymer_UCS_CBR_2026,"Zaid, Waleed. (2024). Improving the Geotechnical Properties of a Soil Using Xanthan Gum and Concrete Waste",biopolymer_multi_additive,CBR,,13.96,unsoaked,4.0,,,"Gaziantep University campus, Turkey",0.0,0.0,100.0,,35.16,28.31,6.85,,16.86,1.84365,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,
UCDV1_01910,Zenodo_19242690_Biopolymer_UCS_CBR_2026,"Zaid, Waleed. (2024). Improving the Geotechnical Properties of a Soil Using Xanthan Gum and Concrete Waste",biopolymer_multi_additive,CBR,,10.68,unsoaked,4.0,,,"Gaziantep University campus, Turkey",0.0,0.0,100.0,,35.16,28.31,6.85,,17.75,1.76921,,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
UCDV1_01911,Zenodo_19242690_Biopolymer_UCS_CBR_2026,"Zaid, Waleed. (2024). Improving the Geotechnical Properties of a Soil Using Xanthan Gum and Concrete Waste",biopolymer_multi_additive,CBR,,6.75,unsoaked,4.0,,,"Gaziantep University campus, Turkey",0.0,0.0,100.0,,35.16,28.31,6.85,,19.65,1.68049,,,0.0,,,,,,,,,2.5,,,,,,,,,,,,,,,
UCDV1_01912,Zenodo_19242690_Biopolymer_UCS_CBR_2026,"Zaid, Waleed. (2024). Improving the Geotechnical Properties of a Soil Using Xanthan Gum and Concrete Waste",biopolymer_multi_additive,CBR,,3.82,unsoaked,4.0,,,"Gaziantep University campus, Turkey",0.0,0.0,100.0,,35.16,28.31,6.85,,22.0,1.61115,,,0.0,,,,,,,,,4.0,,,,,,,,,,,,,,,
